         9419009 function calls (9401623 primitive calls) in 4.188 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       22    0.000    0.000    0.000    0.000 dataclasses.py:1046(<listcomp>)
        1    0.000    0.000    0.000    0.000 clock.py:352(_get_soft_next_ts)
       81    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
        1    0.000    0.000    0.000    0.000 __init__.py:37(Rect)
        1    0.000    0.000    0.000    0.000 __init__.py:576(__init__)
       42    0.000    0.000    0.000    0.000 dataclasses.py:654(_is_initvar)
        1    0.000    0.000    0.000    0.000 _compat.py:69(make_set_closure_cell)
        7    0.000    0.000    0.000    0.000 _weakrefset.py:21(__enter__)
        1    0.000    0.000    0.000    0.000 context.py:1281(get_float)
        1    0.000    0.000    0.000    0.000 libavcodec.py:132(AVCodec)
        2    0.000    0.000    0.000    0.000 datetime.py:1340(__new__)
       31    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        2    0.000    0.000    0.000    0.000 _compiler.py:389(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 libavcodec.py:116(AVCodecDescriptor)
        5    0.000    0.000    0.000    0.000 __init__.py:889(width)
        1    0.000    0.000    0.000    0.000 <frozen os>:682(__setitem__)
        1    0.000    0.000    0.000    0.000 tempfile.py:804(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 threading.py:838(Thread)
       20    0.000    0.000    0.000    0.000 event.py:221(set_handler)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:180(FT_Outline)
       42    0.000    0.000    0.000    0.000 dataclasses.py:660(_is_kw_only)
        1    0.000    0.000    0.000    0.000 pymunk.py:14(PymunkHitBoxAlgorithm)
       13    0.000    0.000    0.000    0.000 __init__.py:1273(append)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:372(FreeTypeError)
        1    0.000    0.000    0.000    0.000 _base.py:325(Future)
        1    0.000    0.000    0.000    0.000 perf_graph.py:12(PerfGraph)
       22    0.000    0.000    0.000    0.000 types.py:432(get)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:255(FT_FaceRec)
        2    0.000    0.000    0.000    0.000 application.py:815(set_mouse_platform_visible)
        1    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
       22    0.000    0.000    0.000    0.000 dataclasses.py:376(<genexpr>)
       14    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
       71    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:893(date)
        1    0.000    0.000    0.000    0.000 dropdown.py:11(UIDropdown)
       16    0.000    0.000    0.000    0.000 inspect.py:300(ismethod)
        1    0.000    0.000    0.000    0.000 threading.py:583(set)
       22    0.000    0.000    0.000    0.000 __init__.py:795(__init__)
       18    0.000    0.000    0.000    0.000 scene.py:99(add_sprite_list)
       14    0.000    0.000    0.000    0.000 _make.py:850(<listcomp>)
       17    0.000    0.000    0.000    0.000 inspect.py:505(isbuiltin)
        1    0.000    0.000    0.000    0.000 xlib_vidmoderestore.py:41(ModePacket)
        1    0.000    0.000    0.000    0.000 constraints.py:368(SlideJoint)
        1    0.000    0.000    0.000    0.000 clock.py:103(Clock)
        1    0.000    0.000    0.000    0.000 zipfile.py:1216(ZipFile)
        1    0.000    0.000    0.000    0.000 subprocess.py:695(_use_posix_spawn)
       42    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 application.py:799(activate)
        1    0.000    0.000    0.000    0.000 wang_set.py:35(WangColor)
       13    0.000    0.000    0.000    0.000 _parser.py:295(checkgroupname)
        1    0.000    0.000    0.000    0.000 math.py:271(Vec3)
        4    0.000    0.000    0.000    0.000 _parser.py:256(getwhile)
        1    0.000    0.000    0.000    0.000 perf_info.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1080(get_pixel_ratio)
        1    0.000    0.000    0.000    0.000 _deprecate.py:1(<module>)
       62    0.000    0.000    0.000    0.000 {built-in method io.text_encoding}
       34    0.000    0.000    0.000    0.000 ImageMode.py:25(__init__)
        4    0.000    0.000    0.000    0.000 xlib.py:258(__init__)
        8    0.000    0.000    0.000    0.000 glx_info.py:53(<listcomp>)
        1    0.000    0.000    0.000    0.000 layout.py:1870(ScrollableTextLayout)
       39    0.000    0.000    0.000    0.000 _make.py:926(<genexpr>)
        2    0.000    0.000    0.000    0.000 clock.py:336(_get_nearest_ts)
        1    0.000    0.000    0.000    0.000 gdkpixbuf2.py:293(init)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 validators.py:96(_InstanceOfValidator)
        1    0.000    0.000    0.000    0.000 __init__.py:1165(Texture)
        1    0.000    0.000    0.000    0.000 validators.py:568(_MinLengthValidator)
        1    0.000    0.000    0.000    0.000 typing.py:1252(__mro_entries__)
        5    0.000    0.000    0.000    0.000 weakref.py:68(__call__)
       18    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geometry_python.py:1(<module>)
       16    0.000    0.000    0.000    0.000 typing.py:2880(_namedtuple_mro_entries)
        2    0.000    0.000    0.000    0.000 property.py:166(__init__)
        1    0.000    0.000    0.000    0.000 _funcs.py:1(<module>)
        2    0.000    0.000    0.000    0.000 atlas.py:70(__init__)
        2    0.000    0.000    0.000    0.000 <frozen os>:1081(__subclasshook__)
        5    0.000    0.000    0.000    0.000 base.py:217(has_exit)
       40    0.000    0.000    0.000    0.000 glx_info.py:41(check_display)
        2    0.000    0.000    0.000    0.000 shader.py:722(__del__)
        1    0.000    0.000    0.000    0.000 validators.py:214(_ProvidesValidator)
        1    0.000    0.000    0.000    0.000 clock.py:495(unschedule)
       26    0.000    0.000    0.000    0.000 {method 'putpalettealpha' of 'ImagingCore' objects}
        1    0.000    0.000    0.000    0.000 validators.py:290(_InValidator)
       57    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       78    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 _cmp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 math.py:481(Vec4)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        4    0.000    0.000    0.000    0.000 clock.py:288(get_sleep_time)
        1    0.000    0.000    0.000    0.000 validators.py:537(_MaxLengthValidator)
        1    0.000    0.000    0.000    0.000 validators.py:407(deep_iterable)
        7    0.000    0.000    0.000    0.000 fractions.py:277(_operator_fallbacks)
        2    0.000    0.000    0.000    0.000 framebuffer.py:463(_detect_size)
       40    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        5    0.000    0.000    0.000    0.000 Image.py:63(__getattr__)
        1    0.000    0.000    0.000    0.000 context.py:246(projection_2d)
        1    0.000    0.000    0.000    0.000 validators.py:599(_SubclassOfValidator)
       22    0.000    0.000    0.000    0.000 freetype.py:238(style_flags)
       14    0.000    0.000    0.000    0.000 _make.py:860(<listcomp>)
       32    0.000    0.000    0.000    0.000 typing.py:2818(<genexpr>)
       19    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 xlib.py:53(XlibCanvasConfig)
        1    0.000    0.000    0.000    0.000 JpegPresets.py:1(<module>)
       78    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 shadertoy.py:344(ShadertoyBuffer)
        1    0.000    0.000    0.000    0.000 fontconfig.py:264(FontConfigSearchPattern)
       23    0.000    0.000    0.000    0.000 types.py:347(__init__)
        1    0.000    0.000    0.000    0.000 context.py:698(primitive_restart_index)
        2    0.000    0.000    0.000    0.000 evdev.py:46(_IOR)
        1    0.000    0.000    0.000    0.000 __init__.py:194(DocumentLabel)
        1    0.000    0.000    0.000    0.000 base.py:90(EventLoop)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:62(BmpImageFile)
        1    0.000    0.000    0.000    0.000 image.py:10(UIImage)
        1    0.000    0.000    0.000    0.000 __init__.py:589(set_maximum_size)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
       79    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:1803(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 buttons.py:205(UIStyle)
       36    0.000    0.000    0.000    0.000 texture_atlas.py:366(texture)
        1    0.000    0.000    0.000    0.000 __init__.py:912(createLock)
        2    0.000    0.000    0.000    0.000 threading.py:359(notify)
       10    0.000    0.000    0.000    0.000 enum.py:116(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 datetime.py:1315(time)
        3    0.000    0.000    0.000    0.000 __init__.py:1107(get_framebuffer_size)
        5    0.000    0.000    0.000    0.000 datetime.py:528(_check_time_fields)
        1    0.000    0.000    0.000    0.000 constraints.py:507(GrooveJoint)
       23    0.000    0.000    0.000    0.000 _make.py:956(make_unhashable)
        1    0.000    0.000    0.000    0.000 layout.py:9(UIAnchorLayout)
        1    0.000    0.000    0.000    0.000 context.py:212(bind_window_block)
        1    0.000    0.000    0.000    0.000 context.py:488(disable)
       20    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       14    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 :1(TilesetAttributes)
        1    0.000    0.000    0.000    0.000 math.py:622(Mat3)
        2    0.000    0.000    0.000    0.000 enums.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shader.py:911(ComputeShaderProgram)
        2    0.000    0.000    0.000    0.000 shader.py:632(_find_glsl_version)
       11    0.000    0.000    0.000    0.000 freetype.py:246(italic)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 platform.py:776(uname_result)
        1    0.000    0.000    0.000    0.000 layout.py:413(UIGridLayout)
        1    0.000    0.000    0.000    0.000 context.py:681(point_size)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
       19    0.000    0.000    0.000    0.000 __init__.py:297(__init__)
       23    0.000    0.000    0.000    0.000 typing.py:2901(<genexpr>)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 texture_transforms.py:171(transform_hit_box_points)
       19    0.000    0.000    0.000    0.000 program.py:239(geometry_vertices)
        1    0.000    0.000    0.000    0.000 constraints.py:312(PinJoint)
       52    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       26    0.000    0.000    0.000    0.000 {method 'def_extern' of '_cffi_backend.FFI' objects}
       25    0.000    0.000    0.000    0.000 __init__.py:212(_PlatformEventHandler)
        1    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 geometry_generic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
       34    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 _make.py:2390(Attribute)
        1    0.000    0.000    0.000    0.000 png.py:1300(Reader)
       14    0.000    0.000    0.000    0.000 pathlib.py:793(is_absolute)
        1    0.000    0.000    0.000    0.000 wave.py:396(Wave_write)
        4    0.000    0.000    0.000    0.000 xlib.py:51(poll)
        1    0.000    0.000    0.000    0.000 tempfile.py:979(TemporaryDirectory)
        8    0.000    0.000    0.000    0.000 enum.py:795(__iter__)
       60    0.000    0.000    0.000    0.000 inspect.py:2739(default)
       26    0.000    0.000    0.000    0.000 TiffImagePlugin.py:388(_delegate)
       23    0.000    0.000    0.000    0.000 __init__.py:880(context)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:579(_calc_mode)
        1    0.000    0.000    0.000    0.000 ImageDraw.py:48(ImageDraw)
        1    0.000    0.000    0.000    0.000 subprocess.py:470(CompletedProcess)
        1    0.000    0.000    0.000    0.000 space_debug_draw_options.py:19(SpaceDebugColor)
        1    0.000    0.000    0.000    0.000 zipfile.py:802(ZipExtFile)
        4    0.000    0.000    0.000    0.000 __init__.py:901(height)
        1    0.000    0.000    0.000    0.000 base.py:6(HitBoxAlgorithm)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        1    0.000    0.000    0.000    0.000 framebuffer.py:507(DefaultFrameBuffer)
        1    0.000    0.000    0.000    0.000 _version_info.py:38(_from_version_string)
        1    0.000    0.000    0.000    0.000 __init__.py:435(validate)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
       77    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 tiled_object.py:98(Text)
       25    0.000    0.000    0.000    0.000 _make.py:526(<lambda>)
        1    0.000    0.000    0.000    0.000 :1(TextAttributes)
        1    0.000    0.000    0.000    0.000 controller_db.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:125(Element)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 text.py:357(UITextArea)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
       16    0.000    0.000    0.000    0.000 typing.py:2830(<listcomp>)
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
        1    0.000    0.000    0.000    0.000 text.py:200(UIInputText)
       41    0.000    0.000    0.000    0.000 enum.py:917(<lambda>)
        1    0.000    0.000    0.000    0.000 :1(TiledMapAttributes)
        1    0.000    0.000    0.000    0.000 math.py:99(_Vec2)
       31    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        2    0.000    0.000    0.000    0.000 base.py:229(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:572(activate)
        1    0.000    0.000    0.000    0.000 datetime.py:573(timedelta)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._DeepIterable>:1(__init__)
        7    0.000    0.000    0.000    0.000 Image.py:3407(register_mime)
        1    0.000    0.000    0.000    0.000 clock.py:117(__init__)
        4    0.000    0.000    0.000    0.000 freetype_lib.py:170(FT_IMAGE_TAG)
        1    0.000    0.000    0.000    0.000 ffmpeg.py:498(FFmpegSource)
       19    0.000    0.000    0.000    0.000 program.py:181(attributes)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:25(ImagePalette)
        1    0.000    0.000    0.000    0.000 shapes.py:424(Arc)
       14    0.000    0.000    0.000    0.000 subprocess.py:1917(_internal_poll)
        1    0.000    0.000    0.000    0.000 fontconfig.py:74(FontConfig)
       14    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 clock.py:88(__init__)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:1872(AppendingTiffWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:1555(TextureArray)
        1    0.000    0.000    0.000    0.000 buffer.py:64(Framebuffer)
       16    0.000    0.000    0.000    0.000 __init__.py:1097(get_size)
       14    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        1    0.000    0.000    0.000    0.000 Image.py:3597(Exif)
        3    0.000    0.000    0.000    0.000 enum.py:921(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:207(Font)
        6    0.000    0.000    0.000    0.000 signal.py:49(decorator)
        1    0.000    0.000    0.000    0.000 __init__.py:1432(Logger)
        1    0.000    0.000    0.000    0.000 freetype.py:133(FreeTypeFont)
        1    0.000    0.000    0.000    0.000 shader.py:737(ShaderProgram)
        1    0.000    0.000    0.000    0.000 freetype.py:198(FreeTypeFace)
        1    0.000    0.000    0.000    0.000 resource.py:301(Loader)
        1    0.000    0.000    0.000    0.000 image_data.py:22(__init__)
        9    0.000    0.000    0.000    0.000 uniform.py:243(__init__)
        1    0.000    0.000    0.000    0.000 _make.py:616(_ClassBuilder)
        1    0.000    0.000    0.000    0.000 filters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shapes.py:400(Circle)
       18    0.000    0.000    0.000    0.000 sprite_list.py:366(atlas)
        1    0.000    0.000    0.000    0.000 event.py:135(EventDispatcher)
        2    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 texture_transforms.py:88(Rotate90Transform)
        1    0.000    0.000    0.000    0.000 zipfile.py:2290(Path)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 traceback.py:372(StackSummary)
        1    0.000    0.000    0.000    0.000 tiled_object.py:12(TiledObject)
        1    0.000    0.000    0.000    0.000 __init__.py:1792(__init__)
       22    0.000    0.000    0.000    0.000 property.py:79(__set_name__)
        1    0.000    0.000    0.000    0.000 :1(TileAttributes)
        1    0.000    0.000    0.000    0.000 text.py:25(UILabel)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        7    0.000    0.000    0.000    0.000 Image.py:3418(register_save)
       28    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _heapq.heappush}
        7    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
        1    0.000    0.000    0.000    0.000 :1(TileLayerAttributes)
        1    0.000    0.000    0.000    0.000 shader.py:312(__init__)
       12    0.000    0.000    0.000    0.000 texture.py:261(origin)
        1    0.000    0.000    0.000    0.000 __init__.py:1067(StreamHandler)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_pack_uint32)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
       18    0.000    0.000    0.000    0.000 __init__.py:856(display)
        1    0.000    0.000    0.000    0.000 :1(LayerGroupAttributes)
        5    0.000    0.000    0.000    0.000 validators.py:360(is_callable)
        1    0.000    0.000    0.000    0.000 animation.py:44(Animation)
       31    0.000    0.000    0.000    0.000 inspect.py:3030(parameters)
        1    0.000    0.000    0.000    0.000 shapes.py:1421(Triangle)
        1    0.000    0.000    0.000    0.000 s3tc.py:17(PackedImageData)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 thread.py:118(ThreadPoolExecutor)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 shapes.py:756(Ellipse)
        1    0.000    0.000    0.000    0.000 :1(ObjectLayerAttributes)
       30    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 :1(ImageLayerAttributes)
       12    0.000    0.000    0.000    0.000 framebuffer.py:210(ctx)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        3    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.layer.LayerGroup>:1(__init__)
       12    0.000    0.000    0.000    0.000 freetype_lib.py:381(check_and_raise_on_error)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1767(C14NWriterTarget)
        1    0.000    0.000    0.000    0.000 cursorfont.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text.py:144(UITextWidget)
        1    0.000    0.000    0.000    0.000 :1(_InValidatorAttributes)
        4    0.000    0.000    0.000    0.000 typing.py:1791(<genexpr>)
        1    0.000    0.000    0.000    0.000 shader.py:396(UniformBufferObject)
        5    0.000    0.000    0.000    0.000 __init__.py:1720(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 event.py:12(WindowEventLogger)
        1    0.000    0.000    0.000    0.000 :1(LayerAttributes)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 base.py:215(Context)
        2    0.000    0.000    0.000    0.000 <frozen io>:60(__getattr__)
        1    0.000    0.000    0.000    0.000 gl_info.py:40(GLInfo)
       12    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:256(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 buffer.py:11(Renderbuffer)
        8    0.000    0.000    0.000    0.000 base.py:105(__init__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1220(__init__)
        1    0.000    0.000    0.000    0.000 context.py:1115(Limits)
        1    0.000    0.000    0.000    0.000 shapes.py:1113(Rectangle)
        2    0.000    0.000    0.000    0.000 base.py:242(attach)
        1    0.000    0.000    0.000    0.000 texture_transforms.py:106(Rotate180Transform)
        1    0.000    0.000    0.000    0.000 traceback.py:247(FrameSummary)
        4    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.wang_set.WangColor>:1(__init__)
       30    0.000    0.000    0.000    0.000 inspect.py:3034(return_annotation)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:1059(TiffImageFile)
        1    0.000    0.000    0.000    0.000 layer.py:75(Chunk)
        1    0.000    0.000    0.000    0.000 document.py:541(UnformattedDocument)
        1    0.000    0.000    0.000    0.000 constraints.py:808(GearJoint)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:723(PngImageFile)
        1    0.000    0.000    0.000    0.000 __init__.py:27(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:1267(__init__)
       26    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 shape_filter.py:4(ShapeFilter)
        1    0.000    0.000    0.000    0.000 xlib.py:71(XlibDisplay)
        1    0.000    0.000    0.000    0.000 threading.py:637(Barrier)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
       14    0.000    0.000    0.000    0.000 typing.py:476(__repr__)
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:960(ImageFileDirectory_v1)
        1    0.000    0.000    0.000    0.000 __init__.py:1460(Texture3D)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:110(remove)
        1    0.000    0.000    0.000    0.000 tiled_map.py:128(<listcomp>)
        8    0.000    0.000    0.000    0.000 glx_info.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 texture_transforms.py:160(FlipTopToBottomTransform)
        1    0.000    0.000    0.000    0.000 _compat.py:43(get_first_param_type)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 :1(PolygonAttributes)
        1    0.000    0.000    0.000    0.000 ImageFile.py:85(ImageFile)
        1    0.000    0.000    0.000    0.000 wave.py:102(_Chunk)
        1    0.000    0.000    0.000    0.000 gdkpixbuf2.py:56(GdkPixBufLoader)
        1    0.000    0.000    0.000    0.000 layout.py:221(_StaticLayoutContext)
        1    0.000    0.000    0.000    0.000 query.py:10(Query)
       28    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 uniform.py:237(UniformBlock)
        1    0.000    0.000    0.000    0.000 texture_transforms.py:178(TransposeTransform)
        1    0.000    0.000    0.000    0.000 texture_transforms.py:124(Rotate270Transform)
        1    0.000    0.000    0.000    0.000 :1(PolylineAttributes)
        1    0.000    0.000    0.000    0.000 vertexdomain.py:222(VertexList)
        1    0.000    0.000    0.000    0.000 __init__.py:543(_update_view_size)
        1    0.000    0.000    0.000    0.000 base.py:178(Source)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        1    0.000    0.000    0.000    0.000 allocation.py:52(Allocator)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
       11    0.000    0.000    0.000    0.000 _make.py:2053(_setattr)
        1    0.000    0.000    0.000    0.000 thread.py:46(_WorkItem)
        1    0.000    0.000    0.000    0.000 framebuffer.py:130(__del__)
        1    0.000    0.000    0.000    0.000 __init__.py:439(LibraryLoader)
       13    0.000    0.000    0.000    0.000 <frozen codecs>:331(getstate)
        1    0.000    0.000    0.000    0.000 __init__.py:496(Group)
        1    0.000    0.000    0.000    0.000 texture_transforms.py:142(FlipLeftToRightTransform)
        3    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.000    0.000 shapes.py:1216(BorderedRectangle)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        1    0.000    0.000    0.000    0.000 texture_transforms.py:196(TransverseTransform)
        1    0.000    0.000    0.000    0.000 threading.py:1509(_register_atexit)
        1    0.000    0.000    0.000    0.000 __init__.py:949(ImageDataRegion)
        1    0.000    0.000    0.000    0.000 :1(TiledObjectAttributes)
        1    0.000    0.000    0.000    0.000 __init__.py:873(Handler)
        1    0.000    0.000    0.000    0.000 constraints.py:676(DampedRotarySpring)
        1    0.000    0.000    0.000    0.000 dds.py:46(_FileStruct)
        9    0.000    0.000    0.000    0.000 context.py:278(window)
       14    0.000    0.000    0.000    0.000 {built-in method posix.WIFSTOPPED}
        1    0.000    0.000    0.000    0.000 :1(EllipseAttributes)
        1    0.000    0.000    0.000    0.000 shapes.py:873(Sector)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
        1    0.000    0.000    0.000    0.000 _make.py:908(add_str)
        1    0.000    0.000    0.000    0.000 __init__.py:2040(BufferImage)
        1    0.000    0.000    0.000    0.000 base.py:508(Controller)
       22    0.000    0.000    0.000    0.000 dataclasses.py:842(_hash_set_none)
        1    0.000    0.000    0.000    0.000 traceback.py:638(TracebackException)
        1    0.000    0.000    0.000    0.000 zipfile.py:344(ZipInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:631(UIWidgetParent)
        2    0.000    0.000    0.000    0.000 validators.py:272(optional)
        4    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        1    0.000    0.000    0.000    0.000 fontconfig.py:159(FontConfigPattern)
        1    0.000    0.000    0.000    0.000 wave.py:215(Wave_read)
        1    0.000    0.000    0.000    0.000 vertexdomain.py:474(IndexedVertexList)
        1    0.000    0.000    0.000    0.000 :1(PointAttributes)
        1    0.000    0.000    0.000    0.000 evdev.py:170(FFPeriodicEffect)
        1    0.000    0.000    0.000    0.000 document.py:586(FormattedDocument)
        1    0.000    0.000    0.000    0.000 shapes.py:1540(Star)
        2    0.000    0.000    0.000    0.000 util.py:105(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 :1(RectangleAttributes)
        1    0.000    0.000    0.000    0.000 gdkpixbuf2.py:123(GdkPixBuf)
        1    0.000    0.000    0.000    0.000 __init__.py:1303(Manager)
        2    0.000    0.000    0.000    0.000 {built-in method _heapq.heappushpop}
        1    0.000    0.000    0.000    0.000 ImageFilter.py:332(Color3DLUT)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.tiled_map.TiledMap>:1(__init__)
        1    0.000    0.000    0.000    0.000 _make.py:2609(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:872(UISpace)
        1    0.000    0.000    0.000    0.000 vertexarray.py:9(VertexArray)
       32    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 shapes.py:567(BezierCurve)
        1    0.000    0.000    0.000    0.000 __init__.py:257(Batch)
        1    0.000    0.000    0.000    0.000 libavcodec.py:75(AVCodecParameters)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1384(TreeBuilder)
        3    0.000    0.000    0.000    0.000 glx_info.py:31(__init__)
        1    0.000    0.000    0.000    0.000 gzip.py:75(_PaddedFile)
