         9419009 function calls (9401623 primitive calls) in 4.188 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 context.py:1068(__init__)
        2    0.000    0.000    0.000    0.000 version.py:23(_rreplace)
        1    0.000    0.000    0.000    0.000 zipfile.py:2222(CompleteDirs)
       19    0.000    0.000    0.000    0.000 vertex_array.py:70(ctx)
        1    0.000    0.000    0.000    0.000 freetype.py:12(FreeTypeGlyphRenderer)
        1    0.000    0.000    0.000    0.000 threading.py:822(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 vertexbuffer.py:225(MappableBufferObject)
        3    0.000    0.000    0.000    0.000 Image.py:3429(register_save_all)
       14    0.000    0.000    0.000    0.000 _make.py:855(<dictcomp>)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:245(FT_SizeRec)
        1    0.000    0.000    0.000    0.000 shader.py:220(_Uniform)
        1    0.000    0.000    0.000    0.000 property.py:242(__init__)
        1    0.000    0.000    0.000    0.000 png.py:1253(Image)
       35    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 evdev.py:111(InputABSInfo)
        1    0.000    0.000    0.000    0.000 _make.py:2607(<listcomp>)
        4    0.000    0.000    0.000    0.000 typing.py:1784(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:270(Joystick)
        1    0.000    0.000    0.000    0.000 query_info.py:38(SegmentQueryInfo)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:138(<dictcomp>)
        3    0.000    0.000    0.000    0.000 evdev.py:66(_IOR_str)
        1    0.000    0.000    0.000    0.000 __init__.py:1308(__init__)
        1    0.000    0.000    0.000    0.000 libavcodec.py:29(AVPacketSideData)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.tiled_object.Text>:1(<module>)
        1    0.000    0.000    0.000    0.000 :1(WangSetAttributes)
        1    0.000    0.000    0.000    0.000 __init__.py:24(_ImageCodecRegistry)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:63(GifImageFile)
        3    0.000    0.000    0.000    0.000 _parser.py:286(seek)
        1    0.000    0.000    0.000    0.000 constraints.py:769(RatchetJoint)
        1    0.000    0.000    0.000    0.000 query_info.py:67(ShapeQueryInfo)
       15    0.000    0.000    0.000    0.000 typing.py:998(<genexpr>)
        1    0.000    0.000    0.000    0.000 texture.py:194(__del__)
        1    0.000    0.000    0.000    0.000 selectors.py:442(EpollSelector)
        1    0.000    0.000    0.000    0.000 context.py:364(error)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:797(is_package)
        1    0.000    0.000    0.000    0.000 __init__.py:156(py_object)
        1    0.000    0.000    0.000    0.000 :1(WangColorAttributes)
        1    0.000    0.000    0.000    0.000 datetime.py:1223(tzinfo)
        1    0.000    0.000    0.000    0.000 constraints.py:737(RotaryLimitJoint)
        1    0.000    0.000    0.000    0.000 __init__.py:496(UniformTextureSequence)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:360(PngStream)
        1    0.000    0.000    0.000    0.000 __init__.py:788(UISpriteWidget)
        1    0.000    0.000    0.000    0.000 x11_xinput.py:44(XInputDevice)
        1    0.000    0.000    0.000    0.000 gdkpixbuf2.py:264(GdkPixbuf2ImageDecoder)
        1    0.000    0.000    0.000    0.000 platform.py:734(_Processor)
        1    0.000    0.000    0.000    0.000 layer.py:148(ImageLayer)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        5    0.000    0.000    0.000    0.000 texture_transforms.py:175(<genexpr>)
        5    0.000    0.000    0.000    0.000 compat.py:30(set_version)
        3    0.000    0.000    0.000    0.000 datetime.py:2317(_create)
        1    0.000    0.000    0.000    0.000 __init__.py:1941(BufferManager)
        1    0.000    0.000    0.000    0.000 vertexdomain.py:69(VertexDomain)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        4    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 __init__.py:1646(addHandler)
        1    0.000    0.000    0.000    0.000 lib.py:74(LibraryLoader)
       21    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 ffmpeg.py:1118(FFmpegDecoder)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 base.py:7(Display)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.layer.TileLayer>:1(<module>)
        9    0.000    0.000    0.000    0.000 player.py:73(__init__)
        1    0.000    0.000    0.000    0.000 wang_set.py:16(WangTile)
        1    0.000    0.000    0.000    0.000 application.py:906(__init__)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.tileset.Tile>:1(<module>)
        2    0.000    0.000    0.000    0.000 evdev.py:39(_IOC)
       17    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        5    0.000    0.000    0.000    0.000 math.py:41(__init__)
        1    0.000    0.000    0.000    0.000 property.py:23(Property)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        2    0.000    0.000    0.000    0.000 _weakrefset.py:72(__len__)
        1    0.000    0.000    0.000    0.000 shader.py:647(Shader)
        2    0.000    0.000    0.000    0.000 gl_info.py:95(have_extension)
        1    0.000    0.000    0.000    0.000 tiled_object.py:74(Polyline)
        1    0.000    0.000    0.000    0.000 base.py:98(Control)
        1    0.000    0.000    0.000    0.000 texture_render_target.py:7(RenderTargetTexture)
        1    0.000    0.000    0.000    0.000 player.py:634(PlayerGroup)
        1    0.000    0.000    0.000    0.000 bmp.py:91(RGBQUAD)
        1    0.000    0.000    0.000    0.000 subprocess.py:126(CalledProcessError)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 runlist.py:395(ConstRunIterator)
        1    0.000    0.000    0.000    0.000 :1(TransformationsAttributes)
        1    0.000    0.000    0.000    0.000 :1(VersionInfoAttributes)
        1    0.000    0.000    0.000    0.000 threading.py:410(Semaphore)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 random.py:215(__init_subclass__)
        1    0.000    0.000    0.000    0.000 __init__.py:531(Formatter)
        1    0.000    0.000    0.000    0.000 :1(WorldMapAttributes)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.layer.ImageLayer>:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:37(_ignore_error)
        1    0.000    0.000    0.000    0.000 :1(_AttributesAttributes)
        1    0.000    0.000    0.000    0.000 __init__.py:294(_ModuleProxy)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.layer.Layer>:1(<module>)
        1    0.000    0.000    0.000    0.000 x11_xinput.py:21(DeviceResponder)
        1    0.000    0.000    0.000    0.000 mixins.py:9(UIDraggableMixin)
        1    0.000    0.000    0.000    0.000 fontconfig.py:314(FontConfigSearchResult)
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 layout.py:796(ScrollableTextDecorationGroup)
        1    0.000    0.000    0.000    0.000 ffmpeg.py:46(StreamAudioInfo)
        2    0.000    0.000    0.000    0.000 clock.py:354(taken)
        1    0.000    0.000    0.000    0.000 _compat.py:106(set_closure_cell)
       14    0.000    0.000    0.000    0.000 {built-in method posix.waitstatus_to_exitcode}
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.tiled_object.Point>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.layer.LayerGroup>:1(<module>)
        1    0.000    0.000    0.000    0.000 layout.py:466(_InvalidRange)
        1    0.000    0.000    0.000    0.000 x11_xinput_tablet.py:24(XInputTabletCanvas)
        1    0.000    0.000    0.000    0.000 contact_point_set.py:11(ContactPoint)
        1    0.000    0.000    0.000    0.000 base.py:12(Config)
        1    0.000    0.000    0.000    0.000 _base.py:141(_AcquireFutures)
        3    0.000    0.000    0.000    0.000 framebuffer.py:264(depth_attachment)
        1    0.000    0.000    0.000    0.000 layout.py:170(_Line)
        1    0.000    0.000    0.000    0.000 :1(ChunkAttributes)
       14    0.000    0.000    0.000    0.000 subprocess.py:1087(__enter__)
        1    0.000    0.000    0.000    0.000 model.py:293(ArrayType)
        1    0.000    0.000    0.000    0.000 xlib.py:118(XlibContext)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 zipfile.py:1131(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 atlas.py:36(_Strip)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.layer.ObjectLayer>:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageFile.py:601(PyCodec)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.tileset.Tileset>:1(<module>)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:254(iTXt)
        1    0.000    0.000    0.000    0.000 vertexbuffer.py:131(BufferObject)
        1    0.000    0.000    0.000    0.000 buttons.py:36(UIStyle)
        1    0.000    0.000    0.000    0.000 base.py:164(RelativeAxis)
        1    0.000    0.000    0.000    0.000 base.py:1101(ControllerManager)
        1    0.000    0.000    0.000    0.000 _base.py:569(Executor)
        1    0.000    0.000    0.000    0.000 vertexbuffer.py:18(AbstractBuffer)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:66(GradientFile)
        1    0.000    0.000    0.000    0.000 :1(_DeepMappingAttributes)
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.tiled_object.Tile>:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:26(Device)
        1    0.000    0.000    0.000    0.000 constraints.py:840(SimpleMotor)
        2    0.000    0.000    0.000    0.000 framebuffer.py:116(<listcomp>)
        1    0.000    0.000    0.000    0.000 vertexdomain.py:324(IndexedVertexDomain)
        1    0.000    0.000    0.000    0.000 runlist.py:7(_Run)
        1    0.000    0.000    0.000    0.000 evdev.py:423(FFController)
        1    0.000    0.000    0.000    0.000 types.py:110(AttribFormat)
        5    0.000    0.000    0.000    0.000 datetime.py:51(_days_in_month)
        1    0.000    0.000    0.000    0.000 crt_filter.py:5(CRTFilter)
        1    0.000    0.000    0.000    0.000 base.py:12(PlatformEventLoop)
        1    0.000    0.000    0.000    0.000 resource.py:230(FileLocation)
        1    0.000    0.000    0.000    0.000 :1(_NumberValidatorAttributes)
        5    0.000    0.000    0.000    0.000 shader.py:420(__enter__)
       14    0.000    0.000    0.000    0.000 contextlib.py:540(__enter__)
        1    0.000    0.000    0.000    0.000 evdev.py:183(FFRumbleEffect)
       11    0.000    0.000    0.000    0.000 freetype.py:230(name)
        1    0.000    0.000    0.000    0.000 xinput.py:397(struct_anon_98)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        2    0.000    0.000    0.000    0.000 texture_atlas.py:988(_check_size)
        1    0.000    0.000    0.000    0.000 types.py:335(TypeInfo)
        1    0.000    0.000    0.000    0.000 Image.py:453(_E)
        1    0.000    0.000    0.000    0.000 :1(_NotValidatorAttributes)
        1    0.000    0.000    0.000    0.000 shapes.py:1010(Line)
        1    0.000    0.000    0.000    0.000 ImageFile.py:673(PyDecoder)
        1    0.000    0.000    0.000    0.000 model.py:344(StructOrUnion)
        1    0.000    0.000    0.000    0.000 __init__.py:457(HTMLLabel)
        1    0.000    0.000    0.000    0.000 property.py:174(_ObservableList)
        1    0.000    0.000    0.000    0.000 document.py:691(_NoStyleRangeIterator)
        1    0.000    0.000    0.000    0.000 __init__.py:280(AbstractImage)
        1    0.000    0.000    0.000    0.000 :1(WangTileAttributes)
        1    0.000    0.000    0.000    0.000 ElementTree.py:525(ElementTree)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.tiled_object.Ellipse>:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1005(_set_native_id)
        7    0.000    0.000    0.000    0.000 enum.py:1374(<lambda>)
        1    0.000    0.000    0.000    0.000 constructs.py:14(UIMessageBox)
        1    0.000    0.000    0.000    0.000 xlib.py:257(XlibCanvas)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:192(UnsharpMask)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.tiled_object.Polyline>:1(<module>)
       11    0.000    0.000    0.000    0.000 program.py:163(ctx)
        1    0.000    0.000    0.000    0.000 shapes.py:672(Circle)
        1    0.000    0.000    0.000    0.000 datetime.py:1284(IsoCalendarDate)
        1    0.000    0.000    0.000    0.000 :1(WorldAttributes)
        1    0.000    0.000    0.000    0.000 libavutil.py:56(AVBuffer)
        1    0.000    0.000    0.000    0.000 subprocess.py:163(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 lib.py:144(MachOLibraryLoader)
        1    0.000    0.000    0.000    0.000 png.py:350(Writer)
        2    0.000    0.000    0.000    0.000 shader.py:628(validate)
        1    0.000    0.000    0.000    0.000 resource.py:832(_DefaultLoader)
        5    0.000    0.000    0.000    0.000 __init__.py:1319(disable)
        3    0.000    0.000    0.000    0.000 enum.py:807(__members__)
        1    0.000    0.000    0.000    0.000 player.py:15(PlaybackTimer)
        2    0.000    0.000    0.000    0.000 texture_atlas.py:316(max_width)
        1    0.000    0.000    0.000    0.000 texture_atlas.py:54(AtlasRegion)
